fullName,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ot20,shutouts20,ties20,wins20,losses20,saves20,powerPlaySaves20,shortHandedSaves20,evenSaves20,shortHandedShots20,evenShots20,powerPlayShots20,savePercentage20,goalAgainstAverage20,gamesStarted20,shotsAgainst20,goalsAgainst20,powerPlaySavePercentage20,shortHandedSavePercentage20,evenStrengthSavePercentage20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ot19,shutouts19,ties19,wins19,losses19,saves19,powerPlaySaves19,shortHandedSaves19,evenSaves19,shortHandedShots19,evenShots19,powerPlayShots19,savePercentage19,goalAgainstAverage19,gamesStarted19,shotsAgainst19,goalsAgainst19,powerPlaySavePercentage19,shortHandedSavePercentage19,evenStrengthSavePercentage19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ot18,shutouts18,ties18,wins18,losses18,saves18,powerPlaySaves18,shortHandedSaves18,evenSaves18,shortHandedShots18,evenShots18,powerPlayShots18,savePercentage18,goalAgainstAverage18,gamesStarted18,shotsAgainst18,goalsAgainst18,powerPlaySavePercentage18,shortHandedSavePercentage18,evenStrengthSavePercentage18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,ot17,shutouts17,wins17,losses17,saves17,powerPlaySaves17,shortHandedSaves17,evenSaves17,shortHandedShots17,evenShots17,powerPlayShots17,savePercentage17,goalAgainstAverage17,gamesStarted17,shotsAgainst17,goalsAgainst17,powerPlaySavePercentage17,shortHandedSavePercentage17,evenStrengthSavePercentage17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,ot16,shutouts16,wins16,losses16,saves16,powerPlaySaves16,shortHandedSaves16,evenSaves16,shortHandedShots16,evenShots16,powerPlayShots16,savePercentage16,goalAgainstAverage16,gamesStarted16,shotsAgainst16,goalsAgainst16,powerPlaySavePercentage16,shortHandedSavePercentage16,evenStrengthSavePercentage16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,ot15,shutouts15,wins15,losses15,saves15,powerPlaySaves15,shortHandedSaves15,evenSaves15,shortHandedShots15,evenShots15,powerPlayShots15,savePercentage15,goalAgainstAverage15,gamesStarted15,shotsAgainst15,goalsAgainst15,powerPlaySavePercentage15,shortHandedSavePercentage15,evenStrengthSavePercentage15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,ot14,shutouts14,wins14,losses14,saves14,powerPlaySaves14,shortHandedSaves14,evenSaves14,shortHandedShots14,evenShots14,powerPlayShots14,savePercentage14,goalAgainstAverage14,gamesStarted14,shotsAgainst14,goalsAgainst14,powerPlaySavePercentage14,shortHandedSavePercentage14,evenStrengthSavePercentage14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21
Juuse Saros,Goalie,1995-04-19,26,Forssa,Unknown,FIN,"5' 11""",180,False,False,False,L,Y,2176:50,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:25,0,0,0,4,4,0,17,12,1044,154,31,859,34,935,173,0.914,2.7012,34,1142,98,89.01734104046243,91.17647058823529,91.8716577540107,1696:13,0,0,0,0,31,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:43,0,0,0,2,3,0,17,10,796,111,18,667,19,725,126,0.914943,2.61759,27,870,74,88.09523809523809,94.73684210526315,92.0,1496:40,0,0,0,0,26,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:33,0,0,0,7,3,0,11,5,749,130,8,611,9,657,144,0.924691,2.445434,23,810,61,90.27777777777779,88.88888888888889,92.99847792998477,1199:55,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:08,0,0,0,3,1,10,8,567,80,13,474,13,514,87,0.923453,2.350163,19,614,47,91.95402298850574,100.0,92.21789883268482,58:01,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:01,0,0,0,0,0,0,1,20,4,1,15,1,16,6,0.869565,3.102557,1,23,3,66.66666666666666,100.0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1500000.0
Kasimir Kaskisuo,Goalie,1993-10-02,27,Vantaa,Unknown,FIN,"6' 3""",203,False,False,False,L,Y,60:00,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:00,0,0,0,0,0,0,0,1,32,6,0,26,1,30,7,0.842,6.0,1,38,6,85.71428571428571,0.0,86.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90510.0
Jacob Markstrom,Goalie,1990-01-31,31,Gävle,Unknown,SWE,"6' 6""",206,False,False,False,L,Y,2551:53,0,0,0,0,43,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:20,0,0,0,4,2,0,23,16,1303,183,30,1090,32,1179,209,0.918,2.7509,43,1420,117,87.5598086124402,93.75,92.45122985581001,3599:01,0,0,0,0,60,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:59,0,0,0,9,1,0,28,23,1730,213,49,1468,54,1599,243,0.912447,2.767423,60,1896,166,87.65432098765432,90.74074074074075,91.80737961225766,3413:43,0,0,0,0,60,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:53,0,0,0,7,2,0,23,26,1591,193,53,1345,58,1457,230,0.911748,2.706727,57,1745,154,83.91304347826087,91.37931034482759,92.31297185998628,1416:58,0,0,0,0,26,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:29,0,0,0,3,0,10,11,630,99,20,511,22,556,114,0.910405,2.625326,23,692,62,86.8421052631579,90.9090909090909,91.90647482014388,1847:26,0,0,0,0,33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:58,0,0,0,4,0,13,14,904,148,17,739,21,804,163,0.91498,2.728109,30,988,84,90.79754601226993,80.95238095238095,91.91542288557214,77:38,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25:52,0,0,0,0,0,1,1,29,0,0,29,0,33,0,0.878788,3.091456,2,33,4,0.0,0.0,87.87878787878788,813:21,0,0,0,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,50:50,0,0,0,3,0,2,8,315,45,9,261,10,298,53,0.872576,3.393373,12,361,46,84.90566037735849,90.0,87.58389261744966,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
Louis Domingue,Goalie,1992-03-06,29,St-Hyacinthe,QC,CAN,"6' 3""",208,False,False,False,R,Y,802:19,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,47:11,0,0,0,2,0,0,3,9,382,42,12,328,13,370,50,0.882,3.814,15,433,51,84.0,92.3076923076923,88.64864864864866,1560:37,0,0,0,0,26,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:01,0,0,0,0,0,0,21,5,737,110,29,598,31,655,126,0.907635,2.883476,26,812,75,87.3015873015873,93.54838709677419,91.29770992366413,1073:46,0,0,0,0,19,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:30,0,0,0,1,0,0,7,9,517,77,12,428,14,470,94,0.894464,3.408562,16,578,61,81.91489361702128,85.71428571428571,91.06382978723404,1598:41,0,0,0,0,31,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,51:34,0,0,0,1,0,11,15,806,116,19,671,20,729,139,0.907658,3.077533,26,888,82,83.45323741007195,95.0,92.04389574759945,2206:04,0,0,0,0,39,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:33,0,0,0,5,2,15,18,1041,151,36,854,41,923,178,0.911559,2.74697,36,1142,101,84.8314606741573,87.8048780487805,92.52437703141928,307:45,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,43:57,0,0,0,1,0,1,2,144,22,2,120,2,133,23,0.911392,2.729488,4,158,14,95.65217391304348,100.0,90.22556390977444,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156884.0
Alex Stalock,Goalie,1987-07-28,33,Saint Paul,MN,USA,"5' 11""",170,False,False,False,L,Y,2177:21,0,0,0,0,38,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:17,0,0,0,4,4,0,20,11,985,134,31,820,34,893,155,0.91,2.673,36,1082,97,86.45161290322581,91.17647058823529,91.82530795072789,1065:06,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,50:43,0,0,0,3,0,0,6,8,472,72,16,384,16,422,87,0.899048,2.985635,16,525,53,82.75862068965517,100.0,90.99526066350711,1495:16,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:24,0,0,0,4,1,0,10,10,716,145,23,548,25,599,163,0.909784,2.84899,23,787,71,88.95705521472392,92.0,91.48580968280467,118:55,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:27,0,0,0,0,0,1,1,51,12,0,39,0,42,12,0.944444,1.513665,2,54,3,100.0,0.0,92.85714285714286,674:08,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,51:51,0,0,0,2,0,3,5,252,38,14,200,16,224,45,0.884211,2.937104,9,285,33,84.44444444444444,87.5,89.28571428571429,1236:30,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:12,0,0,0,2,2,8,9,499,52,12,435,13,476,64,0.902351,2.620299,19,553,54,81.25,92.3076923076923,91.38655462184873,1251:43,0,0,0,0,24,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,52:09,0,0,0,2,2,12,5,532,47,18,467,21,500,50,0.931699,1.869433,18,571,39,94.0,85.71428571428571,93.4,0.0,0.0,0.0,0.0,0.0,905000.0,410312.0
Mikko Koskinen,Goalie,1988-07-18,33,Vantaa,Unknown,FIN,"6' 7""",202,False,False,False,L,Y,2116:31,0,0,0,0,38,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:41,0,0,0,3,1,0,18,13,1078,156,21,901,24,978,173,0.917,2.7498,34,1175,97,90.17341040462428,87.5,92.12678936605317,2991:51,0,0,0,0,55,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,54:23,0,0,0,6,4,0,25,21,1405,187,31,1187,32,1300,219,0.905867,2.927954,51,1551,146,85.38812785388129,96.875,91.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200000.0,3800000.0
Braden Holtby,Goalie,1989-09-16,31,Lloydminster,SK,CAN,"6' 2""",214,False,False,False,L,Y,2743:10,0,0,0,0,48,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:08,0,0,0,6,0,0,25,14,1243,171,36,1036,40,1144,201,0.897,3.1059,47,1385,142,85.07462686567165,90.0,90.55944055944056,3406:34,0,0,0,0,59,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:44,0,0,0,5,3,0,32,19,1635,191,57,1387,60,1504,231,0.910864,2.818087,58,1795,160,82.68398268398268,95.0,92.22074468085107,3067:48,0,0,0,0,54,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:48,0,0,0,4,0,0,34,16,1495,230,35,1230,40,1345,263,0.90716,2.992372,54,1648,153,87.45247148288973,87.5,91.44981412639405,3680:10,0,0,0,0,63,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:24,0,0,0,6,9,42,13,1563,167,38,1358,40,1453,197,0.924852,2.070558,63,1690,127,84.77157360406092,95.0,93.46180316586373,3841:11,0,0,0,0,66,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:11,0,0,0,7,3,48,9,1661,234,46,1381,49,1488,265,0.921754,2.202446,66,1802,141,88.30188679245283,93.87755102040816,92.80913978494624,4247:29,0,0,0,0,73,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:11,0,0,0,10,9,41,20,1887,303,60,1524,63,1640,341,0.92319,2.217784,72,2044,157,88.85630498533725,95.23809523809523,92.92682926829269,2656:20,0,0,0,0,48,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:20,0,0,0,4,4,23,15,1349,215,43,1091,51,1176,248,0.914576,2.846028,45,1475,126,86.69354838709677,84.31372549019608,92.77210884353741,0.0,0.0,0.0,0.0,0.0,0.0,2900000.0
Thatcher Demko,Goalie,1995-12-08,25,San Diego,CA,USA,"6' 4""",192,False,False,False,L,Y,1529:03,0,0,0,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:37,0,0,0,2,0,0,13,10,744,111,24,609,25,673,124,0.905,3.0607,25,822,78,89.51612903225806,96.0,90.49034175334324,534:09,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:21,0,0,0,1,0,0,4,3,263,33,3,227,3,248,37,0.913194,2.8082,8,288,25,89.1891891891892,100.0,91.53225806451613,61:21,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,61:21,0,0,0,0,0,0,1,0,26,0,0,26,0,28,2,0.866667,3.91198,1,30,4,0.0,0.0,92.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,1200000.0
Ryan Miller,Goalie,1980-07-17,41,East Lansing,MI,USA,"6' 2""",170,False,False,False,L,Y,1238:14,0,0,0,0,23,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:50,0,0,0,4,0,0,9,6,621,99,13,509,15,552,118,0.907,3.1012,19,685,64,83.89830508474576,86.66666666666667,92.21014492753623,1108:48,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:26,0,0,0,2,1,0,8,7,527,84,8,435,12,469,97,0.911765,2.75974,17,578,51,86.5979381443299,66.66666666666666,92.75053304904051,1353:16,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,48:19,0,0,0,6,4,0,12,6,686,109,17,560,18,595,126,0.928281,2.349869,21,739,53,86.5079365079365,94.44444444444444,94.11764705882352,3211:51,0,0,0,0,54,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:28,0,0,0,6,3,18,29,1587,202,36,1349,40,1460,237,0.913644,2.802123,54,1737,150,85.23206751054853,90.0,92.3972602739726,3043:29,0,0,0,0,51,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:40,0,0,0,9,1,17,24,1497,211,41,1245,45,1346,243,0.916157,2.700853,51,1634,137,86.83127572016461,91.11111111111111,92.4962852897474,2541:31,0,0,0,0,45,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:28,0,0,0,1,6,29,15,1091,147,24,920,25,1008,165,0.910684,2.526051,45,1198,107,89.0909090909091,96.0,91.26984126984127,3500:17,0,0,0,0,59,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:19,0,0,0,4,1,25,30,1731,278,39,1414,42,1532,311,0.918302,2.639786,59,1885,154,89.38906752411575,92.85714285714286,92.2976501305483,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
Ryan Miller,Goalie,1980-07-17,41,East Lansing,MI,USA,"6' 2""",170,False,False,False,L,Y,1238:14,0,0,0,0,23,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,53:50,0,0,0,4,0,0,9,6,621,99,13,509,15,552,118,0.907,3.1012,19,685,64,83.89830508474576,86.66666666666667,92.21014492753623,1108:48,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:26,0,0,0,2,1,0,8,7,527,84,8,435,12,469,97,0.911765,2.75974,17,578,51,86.5979381443299,66.66666666666666,92.75053304904051,1353:16,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,48:19,0,0,0,6,4,0,12,6,686,109,17,560,18,595,126,0.928281,2.349869,21,739,53,86.5079365079365,94.44444444444444,94.11764705882352,3211:51,0,0,0,0,54,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:28,0,0,0,6,3,18,29,1587,202,36,1349,40,1460,237,0.913644,2.802123,54,1737,150,85.23206751054853,90.0,92.3972602739726,3043:29,0,0,0,0,51,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:40,0,0,0,9,1,17,24,1497,211,41,1245,45,1346,243,0.916157,2.700853,51,1634,137,86.83127572016461,91.11111111111111,92.4962852897474,2541:31,0,0,0,0,45,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:28,0,0,0,1,6,29,15,1091,147,24,920,25,1008,165,0.910684,2.526051,45,1198,107,89.0909090909091,96.0,91.26984126984127,3500:17,0,0,0,0,59,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59:19,0,0,0,4,1,25,30,1731,278,39,1414,42,1532,311,0.918302,2.639786,59,1885,154,89.38906752411575,92.85714285714286,92.2976501305483,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
John Gibson,Goalie,1993-07-14,28,Pittsburgh,PA,USA,"6' 2""",207,False,False,False,L,Y,2981:17,0,0,0,0,51,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:27,0,0,0,5,1,0,20,26,1403,144,37,1222,40,1339,173,0.904,2.9987,51,1552,149,83.23699421965318,92.5,91.2621359223301,3233:02,0,0,0,0,58,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,55:44,0,0,0,8,2,0,26,22,1685,285,43,1357,46,1470,322,0.916757,2.839439,57,1838,153,88.50931677018633,93.47826086956522,92.31292517006803,3428:29,0,0,0,0,60,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:08,0,0,0,7,4,0,31,18,1733,274,45,1414,48,1525,299,0.925748,2.432563,60,1872,139,91.63879598662207,93.75,92.72131147540983,2950:21,0,0,0,0,52,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,56:44,0,0,0,9,6,25,16,1328,229,29,1070,32,1153,252,0.924148,2.216686,49,1437,109,90.87301587301587,90.625,92.80138768430182,2294:40,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,57:22,0,0,0,4,4,21,13,913,165,12,736,12,802,178,0.920363,2.06566,38,992,79,92.69662921348315,100.0,91.77057356608479,1339:55,0,0,0,0,23,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,58:15,0,0,0,0,1,13,8,616,80,12,524,13,565,96,0.913947,2.597176,21,674,58,83.33333333333334,92.3076923076923,92.7433628318584,181:07,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,60:22,0,0,0,0,1,3,0,83,18,1,64,1,68,18,0.954023,1.325113,3,87,4,100.0,100.0,94.11764705882352,0.0,0.0,0.0,0.0,0.0,6400000.0,6400000.0
