,index,fullName,id,link,jerseyNumber,code,name,type,abbreviation,Team_Number,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,ot22,shutouts22,ties22,wins22,losses22,saves22,powerPlaySaves22,shortHandedSaves22,evenSaves22,shortHandedShots22,evenShots22,powerPlayShots22,savePercentage22,goalAgainstAverage22,gamesStarted22,shotsAgainst22,goalsAgainst22,powerPlaySavePercentage22,shortHandedSavePercentage22,evenStrengthSavePercentage22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,ot21,shutouts21,ties21,wins21,losses21,saves21,powerPlaySaves21,shortHandedSaves21,evenSaves21,shortHandedShots21,evenShots21,powerPlayShots21,savePercentage21,goalAgainstAverage21,gamesStarted21,shotsAgainst21,goalsAgainst21,powerPlaySavePercentage21,shortHandedSavePercentage21,evenStrengthSavePercentage21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ties20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ties19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ties18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,Salary_2014-15,Salary_2015-16,Salary_2016-17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary_2021-22
366,793,John Leonard,8481077,/api/v1/people/8481077,43.0,L,Left Wing,Forward,LW,28,1998-08-07,22,Westwood,NJ,USA,USA,"5' 11""",183,True,False,False,True,L,Y,157:55,1.0,1.0,0.0,25.0,14.0,13.0,0.0,1.0,11:20,145:38,0.0,50.0,4.0,0.0,0.0,0.0,0.0,00:57,8.0,-5.0,2.0,234.0,11:16,10:24,00:04,00:48,,,,,,,,,,,,,,,,,,,,,494:51,10.0,3.0,2.0,60.0,44.0,25.0,1.0,1.0,39:59,454:03,2.0,0.0,5.0,0.0,0.0,0.0,0.0,00:49,17.0,-7.0,13.0,708.0,11:14,10:19,00:01,00:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637952.0,338117.0
367,806,Oliver Bjorkstrand,8477416,/api/v1/people/8477416,28.0,R,Right Wing,Forward,RW,29,1995-04-10,26,Herning,,DNK,DNK,"6' 0""",177,True,False,False,False,R,Y,1435:59,29.0,28.0,16.0,215.0,80.0,85.0,9.0,19.0,249:07,1182:02,16.0,43.47,13.0,1.0,0.0,0.0,0.0,04:50,31.0,-35.0,57.0,1624.0,17:56,14:46,00:03,03:06,,,,,,,,,,,,,,,,,,,,,986:08,26.0,18.0,23.0,143.0,56.0,42.0,2.0,6.0,90:23,895:20,23.0,42.85,12.6,0.0,0.0,0.0,0.0,00:25,30.0,-15.0,44.0,1161.0,17:36,15:59,00:00,01:36,,,,,,,,,,,,,,,,,,,,,879:08,15.0,21.0,12.0,162.0,49.0,43.0,3.0,6.0,121:36,757:04,12.0,31.57,13.0,5.0,0.0,0.0,0.0,00:28,16.0,8.0,36.0,1051.0,17:56,15:27,00:00,02:28,,950:03,13.0,23.0,8.0,161.0,77.0,43.0,3.0,3.0,95:23,854:05,8.0,38.46,14.29,1.0,0.0,0.0,0.0,00:35,34.0,8.0,36.0,1248.0,12:20,11:05,00:00,01:14,,1171:58,29.0,11.0,9.0,163.0,82.0,64.0,3.0,9.0,142:18,1029:08,9.0,12.5,6.75,2.0,0.0,0.0,0.0,00:32,43.0,4.0,40.0,1486.0,14:17,12:33,00:00,01:44,,366:20,7.0,6.0,6.0,55.0,26.0,14.0,0.0,0.0,44:06,322:10,6.0,100.0,10.91,2.0,0.0,0.0,0.0,00:04,9.0,4.0,13.0,483.0,14:05,12:23,00:00,01:41,191:43,4.0,4.0,0.0,25.0,12.0,9.0,0.0,0.0,25:33,165:39,0.0,0.0,16.0,1.0,0.0,0.0,0.0,00:31,5.0,6.0,8.0,239.0,15:58,13:48,00:02,02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0
368,807,Seth Jones,8477495,/api/v1/people/8477495,3.0,D,Defenseman,Defenseman,D,29,1994-10-03,26,Arlington,TX,USA,USA,"6' 4""",213,True,False,False,False,R,Y,2044:44,46.0,5.0,28.0,194.0,78.0,99.0,0.0,19.0,264:45,1633:19,28.0,0.0,2.6,0.0,0.0,0.0,1.0,146:40,155.0,-37.0,51.0,2340.0,26:12,20:56,01:52,03:23,,,,,,,,,,,,,,,,,,,,,1412:44,23.0,5.0,26.0,141.0,56.0,102.0,2.0,8.0,112:24,1190:08,26.0,0.0,3.5,1.0,1.0,0.0,0.0,110:12,101.0,-18.0,28.0,1604.0,25:13,21:15,01:58,02:00,,,,,,,,,,,,,,,,,,,,,1415:41,24.0,6.0,20.0,126.0,56.0,62.0,2.0,9.0,144:07,1136:11,20.0,0.0,4.8,0.0,0.0,0.0,1.0,135:23,123.0,10.0,30.0,1628.0,25:16,20:17,02:25,02:34,,1936:42,37.0,9.0,28.0,184.0,75.0,106.0,0.0,10.0,175:24,1590:04,28.0,0.0,4.89,4.0,3.0,0.0,3.0,171:14,133.0,1.0,46.0,2214.0,25:49,21:12,02:16,02:20,,1918:57,41.0,16.0,30.0,249.0,78.0,92.0,7.0,24.0,210:43,1566:32,30.0,0.0,6.43,4.0,1.0,0.0,0.0,141:42,124.0,10.0,57.0,2256.0,24:36,20:05,01:49,02:42,,1755:15,30.0,12.0,24.0,152.0,75.0,61.0,1.0,7.0,124:51,1471:20,24.0,0.0,7.89,3.0,3.0,0.0,0.0,159:04,118.0,6.0,42.0,2247.0,23:24,19:37,02:07,01:39,1788:12,28.0,3.0,22.0,157.0,81.0,86.0,1.0,13.0,206:13,1415:53,22.0,0.0,1.91,0.0,0.0,0.0,1.0,166:06,118.0,-14.0,31.0,2107.0,22:04,17:28,02:03,02:32,1630:24,19.0,8.0,20.0,123.0,82.0,72.0,2.0,11.0,179:08,1314:07,20.0,0.0,6.5,0.0,0.0,1.0,1.0,137:09,90.0,3.0,27.0,2009.0,19:52,16:01,01:40,02:11,1510:46,19.0,6.0,24.0,100.0,77.0,55.0,2.0,9.0,151:47,1230:51,24.0,0.0,6.0,2.0,1.0,0.0,0.0,128:08,99.0,-23.0,25.0,1862.0,19:37,15:59,01:39,01:58,0.0,0.0,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0
369,808,Max Domi,8477503,/api/v1/people/8477503,16.0,C,Center,Forward,C,29,1995-03-02,26,Winnipeg,MB,CAN,CAN,"5' 10""",192,True,False,False,False,L,Y,938:33,28.0,11.0,55.0,104.0,72.0,24.0,0.0,4.0,87:41,850:27,55.0,45.34,10.6,1.0,0.0,0.0,0.0,00:25,9.0,10.0,39.0,1281.0,13:02,11:48,00:00,01:13,,,,,,,,,,,,,,,,,,,,,821:59,15.0,9.0,75.0,99.0,54.0,15.0,2.0,3.0,85:37,735:57,75.0,48.48,9.1,2.0,1.0,0.0,0.0,00:25,10.0,-18.0,24.0,1044.0,15:13,13:37,00:00,01:35,,,,,,,,,,,,,,,,,,,,,1213:55,27.0,17.0,35.0,179.0,71.0,32.0,1.0,11.0,164:50,1047:41,35.0,48.85,9.5,3.0,2.0,0.0,0.0,01:24,13.0,-3.0,44.0,1518.0,17:05,14:45,00:01,02:19,,1425:19,44.0,28.0,80.0,203.0,82.0,53.0,4.0,11.0,210:34,1210:13,80.0,44.88,13.79,2.0,0.0,0.0,0.0,04:32,39.0,20.0,72.0,1751.0,17:22,14:45,00:03,02:34,,1369:54,36.0,9.0,73.0,150.0,82.0,49.0,1.0,9.0,213:20,1152:32,73.0,44.9,6.0,0.0,0.0,0.0,0.0,04:02,28.0,-7.0,45.0,1867.0,16:42,14:03,00:02,02:36,,1001:52,29.0,9.0,40.0,108.0,59.0,28.0,1.0,8.0,151:13,844:06,40.0,50.0,8.33,1.0,0.0,0.0,0.0,06:33,21.0,-9.0,38.0,1233.0,16:58,14:18,00:06,02:33,1326:19,34.0,18.0,72.0,156.0,81.0,34.0,3.0,15.0,244:12,1063:18,72.0,36.36,11.54,0.0,0.0,0.0,1.0,18:49,25.0,3.0,52.0,1751.0,16:22,13:07,00:13,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,1170000.0
370,811,Jack Roslovic,8478458,/api/v1/people/8478458,96.0,C,Center,Forward,C,29,1997-01-29,24,Columbus,OH,USA,USA,"6' 1""",187,True,False,False,False,R,Y,1156:47,23.0,22.0,12.0,131.0,81.0,60.0,4.0,7.0,123:45,970:37,12.0,43.5,16.8,4.0,1.0,0.0,0.0,62:25,25.0,2.0,45.0,1522.0,14:16,11:58,00:46,01:31,,,,,,,,,,,,,,,,,,,,,811:19,22.0,12.0,14.0,85.0,48.0,34.0,4.0,10.0,88:51,720:33,14.0,39.12,14.1,1.0,0.0,0.0,0.0,01:55,22.0,-11.0,34.0,991.0,16:54,15:00,00:02,01:51,,,,,,,,,,,,,,,,,,,,,1057:50,17.0,12.0,12.0,117.0,71.0,58.0,1.0,2.0,93:04,964:44,12.0,47.29,10.3,0.0,0.0,0.0,0.0,00:02,21.0,4.0,29.0,1389.0,14:53,13:35,00:00,01:18,,750:14,15.0,9.0,4.0,74.0,77.0,32.0,5.0,7.0,47:06,702:47,4.0,43.54,12.16,0.0,0.0,0.0,0.0,00:21,21.0,-2.0,24.0,1015.0,09:44,09:07,00:00,00:36,,381:59,9.0,5.0,2.0,38.0,31.0,20.0,0.0,0.0,36:06,345:53,2.0,46.15,13.16,1.0,0.0,0.0,0.0,00:00,9.0,5.0,14.0,519.0,12:19,11:09,00:00,01:09,,08:24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,00:00,08:24,0.0,16.66,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,14.0,08:24,08:24,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,2500000.0
371,812,Gabriel Carlsson,8478506,/api/v1/people/8478506,53.0,D,Defenseman,Defenseman,D,29,1997-01-02,24,Orebro,,SWE,SWE,"6' 5""",203,True,False,False,False,L,Y,466:09,7.0,2.0,10.0,18.0,38.0,27.0,0.0,0.0,01:03,438:34,10.0,0.0,11.1,0.0,0.0,0.0,0.0,26:32,33.0,6.0,9.0,651.0,12:16,11:32,00:41,00:01,,,,,,,,,,,,,,,,,,,,,206:59,3.0,1.0,4.0,14.0,14.0,11.0,0.0,1.0,01:41,200:53,4.0,0.0,7.1,0.0,0.0,0.0,0.0,04:25,12.0,-6.0,4.0,287.0,14:47,14:20,00:18,00:07,,,,,,,,,,,,,,,,,,,,,65:16,0.0,0.0,2.0,3.0,6.0,5.0,0.0,0.0,00:57,61:34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02:45,0.0,-1.0,0.0,100.0,10:52,10:15,00:27,00:09,,09:21,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,00:00,08:22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,00:59,0.0,-1.0,0.0,17.0,09:21,08:22,00:59,00:00,,158:37,2.0,0.0,4.0,18.0,14.0,10.0,0.0,0.0,00:08,155:07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,03:22,10.0,0.0,2.0,209.0,11:19,11:04,00:14,00:00,,34:15,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,00:00,33:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:44,2.0,-2.0,1.0,46.0,17:07,16:45,00:22,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,663740.0,712500.0
372,813,Dean Kukan,8478567,/api/v1/people/8478567,46.0,D,Defenseman,Defenseman,D,29,1993-07-08,28,Volketswil,,CHE,CHE,"6' 2""",186,True,False,False,False,L,Y,667:58,8.0,3.0,16.0,41.0,41.0,43.0,0.0,0.0,15:45,623:54,16.0,0.0,7.3,0.0,0.0,0.0,0.0,28:19,39.0,-2.0,11.0,878.0,16:17,15:13,00:41,00:23,,,,,,,,,,,,,,,,,,,,,496:37,4.0,1.0,10.0,29.0,35.0,36.0,0.0,0.0,00:47,494:35,10.0,0.0,3.4,0.0,0.0,0.0,0.0,01:15,38.0,-3.0,5.0,660.0,14:11,14:07,00:02,00:01,,,,,,,,,,,,,,,,,,,,,527:07,4.0,1.0,12.0,51.0,33.0,24.0,1.0,1.0,29:25,497:41,12.0,0.0,2.0,0.0,0.0,0.0,0.0,00:01,28.0,-9.0,5.0,702.0,15:58,15:04,00:00,00:53,,336:38,5.0,0.0,6.0,16.0,25.0,16.0,0.0,0.0,00:25,335:39,6.0,0.0,0.0,0.0,0.0,0.0,0.0,00:34,21.0,6.0,5.0,470.0,13:27,13:25,00:01,00:01,,135:59,4.0,0.0,2.0,12.0,11.0,2.0,0.0,0.0,00:59,132:27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02:33,10.0,2.0,4.0,183.0,12:21,12:02,00:13,00:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138:50,0.0,0.0,0.0,3.0,8.0,7.0,0.0,0.0,02:57,133:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:36,10.0,9.0,0.0,171.0,17:21,16:39,00:19,00:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,2000000.0
373,815,Vladislav Gavrikov,8478882,/api/v1/people/8478882,44.0,D,Defenseman,Defenseman,D,29,1995-11-21,25,Yaroslavl,,RUS,RUS,"6' 1""",213,True,False,False,False,L,Y,1782:58,28.0,5.0,68.0,108.0,80.0,124.0,0.0,0.0,06:55,1529:02,68.0,0.0,4.6,1.0,0.0,0.0,1.0,247:01,138.0,-3.0,33.0,2025.0,22:17,19:06,03:05,00:05,,,,,,,,,,,,,,,,,,,,,1067:04,10.0,2.0,14.0,48.0,55.0,69.0,0.0,0.0,02:00,958:09,14.0,0.0,4.2,1.0,0.0,0.0,0.0,106:55,77.0,-13.0,12.0,1355.0,19:24,17:25,01:56,00:02,,,,,,,,,,,,,,,,,,,,,1309:34,13.0,5.0,18.0,81.0,69.0,79.0,0.0,0.0,04:03,1203:18,18.0,0.0,6.2,1.0,0.0,0.0,0.0,102:13,92.0,1.0,18.0,1670.0,18:58,17:26,01:28,00:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1650000.0,2550000.0
374,817,Patrik Laine,8479339,/api/v1/people/8479339,29.0,L,Left Wing,Forward,LW,29,1998-04-19,23,TAMPERE,,FIN,FIN,"6' 5""",210,True,False,False,False,R,Y,1054:27,30.0,26.0,24.0,167.0,56.0,34.0,5.0,14.0,191:06,862:43,24.0,36.84,15.6,7.0,3.0,0.0,0.0,00:38,13.0,-7.0,56.0,1199.0,18:49,15:24,00:00,03:24,,,,,,,,,,,,,,,,,,,,,802:41,12.0,12.0,25.0,82.0,46.0,36.0,4.0,7.0,99:08,702:40,25.0,24.0,14.6,1.0,1.0,0.0,0.0,00:53,15.0,-28.0,24.0,945.0,17:26,15:16,00:01,02:09,,,,,,,,,,,,,,,,,,,,,1319:53,35.0,28.0,22.0,226.0,68.0,97.0,8.0,16.0,219:24,1100:19,22.0,37.03,12.4,1.0,0.0,0.0,0.0,00:10,35.0,8.0,63.0,1482.0,19:24,16:10,00:00,03:13,,1413:07,20.0,30.0,42.0,245.0,82.0,70.0,15.0,23.0,287:36,1124:20,42.0,36.66,12.24,3.0,0.0,0.0,0.0,01:11,44.0,-24.0,50.0,1620.0,17:13,13:42,00:00,03:30,,1351:25,26.0,44.0,24.0,241.0,82.0,74.0,20.0,31.0,246:33,1104:46,24.0,25.58,18.26,8.0,0.0,0.0,0.0,00:06,43.0,8.0,70.0,1662.0,16:28,13:28,00:00,03:00,,1307:37,28.0,36.0,26.0,204.0,73.0,80.0,9.0,14.0,199:18,1106:54,26.0,0.0,17.65,5.0,1.0,0.0,0.0,01:25,33.0,7.0,64.0,1633.0,17:54,15:09,00:01,02:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0
375,818,Andrew Peeke,8479369,/api/v1/people/8479369,2.0,D,Defenseman,Defenseman,D,29,1998-03-17,23,Parkland,FL,USA,USA,"6' 3""",197,True,False,False,True,R,Y,1761:05,13.0,2.0,60.0,72.0,82.0,191.0,0.0,0.0,05:05,1491:50,60.0,0.0,2.8,0.0,0.0,0.0,0.0,264:10,169.0,-14.0,15.0,2013.0,21:28,18:11,03:13,00:03,,,,,,,,,,,,,,,,,,,,,188:41,3.0,0.0,4.0,5.0,11.0,35.0,0.0,0.0,00:20,184:50,4.0,0.0,0.0,0.0,0.0,0.0,0.0,03:31,15.0,-4.0,3.0,241.0,17:09,16:48,00:19,00:01,,,,,,,,,,,,,,,,,,,,,304:50,2.0,1.0,4.0,23.0,22.0,25.0,0.0,0.0,00:00,299:29,4.0,0.0,4.3,0.0,0.0,0.0,0.0,05:21,21.0,1.0,3.0,391.0,13:51,13:36,00:14,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0
376,820,Emil Bemstrom,8480205,/api/v1/people/8480205,52.0,C,Center,Forward,C,29,1999-06-01,22,Nykoping,,SWE,SWE,"6' 0""",193,True,False,False,False,R,Y,431:21,5.0,6.0,4.0,62.0,41.0,36.0,0.0,0.0,44:47,386:22,4.0,50.0,9.7,1.0,0.0,0.0,0.0,00:12,6.0,-1.0,11.0,587.0,10:31,09:25,00:00,01:05,,,,,,,,,,,,,,,,,,,,,257:07,2.0,3.0,0.0,28.0,20.0,15.0,1.0,1.0,18:28,238:32,0.0,0.0,10.7,0.0,0.0,0.0,0.0,00:07,8.0,2.0,5.0,323.0,12:51,11:55,00:00,00:55,,,,,,,,,,,,,,,,,,,,,687:03,10.0,10.0,8.0,97.0,56.0,52.0,5.0,8.0,75:33,611:25,8.0,30.76,10.3,4.0,1.0,0.0,0.0,00:05,17.0,-10.0,20.0,907.0,12:16,10:55,00:00,01:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,616421.0,854329.0
377,821,Eric Robinson,8480762,/api/v1/people/8480762,50.0,L,Left Wing,Forward,LW,29,1995-06-14,26,Bellmawr,NJ,USA,USA,"6' 2""",200,True,False,False,False,L,Y,930:46,17.0,10.0,18.0,104.0,67.0,95.0,0.0,0.0,02:03,773:13,18.0,50.0,9.6,1.0,0.0,2.0,2.0,155:30,20.0,-1.0,27.0,1275.0,13:53,11:32,02:19,00:01,,,,,,,,,,,,,,,,,,,,,694:04,10.0,8.0,4.0,75.0,56.0,94.0,0.0,0.0,02:03,636:51,4.0,50.0,10.7,2.0,0.0,1.0,1.0,55:10,16.0,6.0,18.0,943.0,12:23,11:22,00:59,00:02,,,,,,,,,,,,,,,,,,,,,547:32,5.0,7.0,12.0,69.0,50.0,79.0,0.0,0.0,01:39,545:53,12.0,36.36,10.1,3.0,0.0,0.0,0.0,00:00,15.0,10.0,12.0,774.0,10:57,10:55,00:00,00:01,,153:50,0.0,0.0,0.0,18.0,13.0,24.0,0.0,0.0,01:15,152:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-4.0,0.0,197.0,11:50,11:44,00:00,00:05,,11:21,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,00:16,11:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,1.0,0.0,14.0,11:21,11:05,00:00,00:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,975000.0,975000.0
