,index,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2021-22,height_inches
345,735,Defenseman,1989,31,Edmonton,AB,CAN,"5' 9""",167,False,True,False,Right,1374.45,30.0,10.0,10.0,116.0,65.0,44.0,0.0,14.0,196.55,1047.4,10.0,0.0,8.6,2.0,2.0,0.0,0.0,130.1,83.0,32.0,40.0,1531.0,21.09,16.07,2.0,3.01,1192.46,18.0,7.0,6.0,94.0,54.0,52.0,3.0,9.0,152.52,932.36,6.0,0.0,7.4,0.0,0.0,0.0,0.0,107.18,102.0,-2.0,25.0,1308.0,22.05,17.16,1.59,2.49,1399.32,20.0,12.0,18.0,112.0,62.0,61.0,3.0,13.0,153.27,1094.17,18.0,0.0,10.7,2.0,0.0,0.0,0.0,151.48,102.0,-1.0,32.0,1560.0,22.34,17.38,2.26,2.28,1979.52,29.0,14.0,20.0,152.0,82.0,91.0,4.0,11.0,199.19,1588.1,20.0,100.0,9.21,0.0,0.0,0.0,1.0,192.23,145.0,-1.0,43.0,2170.0,24.08,19.22,2.2,2.25,1497.17,28.0,9.0,8.0,110.0,61.0,64.0,3.0,13.0,159.55,1165.47,8.0,0.0,8.18,2.0,1.0,0.0,0.0,171.35,127.0,-6.0,37.0,1639.0,24.32,19.06,2.48,2.37,1826.31,28.0,10.0,20.0,144.0,76.0,49.0,1.0,5.0,170.17,1491.34,20.0,0.0,6.94,2.0,1.0,0.0,1.0,164.4,140.0,33.0,38.0,2084.0,24.01,19.37,2.1,2.14,9000000.0,69
346,736,Center,1990,30,Landskrona,Unknown,SWE,"6' 1""",203,False,False,False,Left,1112.52,20.0,9.0,4.0,111.0,69.0,31.0,3.0,10.0,170.54,941.06,4.0,41.83,8.1,2.0,0.0,0.0,0.0,0.52,26.0,-26.0,29.0,1379.0,16.07,13.38,0.0,2.28,573.42,8.0,6.0,4.0,46.0,36.0,12.0,2.0,6.0,65.06,463.05,4.0,37.64,13.0,3.0,1.0,0.0,0.0,45.31,12.0,-10.0,14.0,698.0,15.56,12.51,1.15,1.48,1028.5,21.0,9.0,20.0,87.0,60.0,39.0,1.0,6.0,147.52,861.33,20.0,40.0,10.3,1.0,1.0,0.0,0.0,19.25,22.0,-12.0,30.0,1259.0,17.08,14.21,0.19,2.27,923.34,17.0,13.0,8.0,115.0,58.0,28.0,2.0,9.0,144.05,777.37,8.0,32.0,11.3,1.0,0.0,0.0,0.0,1.52,24.0,-16.0,30.0,1106.0,15.55,13.24,0.01,2.29,463.45,9.0,5.0,14.0,42.0,29.0,8.0,1.0,3.0,83.51,377.13,14.0,48.64,11.9,0.0,0.0,0.0,0.0,2.41,9.0,-11.0,14.0,533.0,15.59,13.0,0.05,2.53,1393.3,34.0,24.0,10.0,129.0,82.0,32.0,5.0,19.0,231.22,1159.31,10.0,46.42,18.6,5.0,2.0,0.0,0.0,2.37,22.0,25.0,58.0,1613.0,16.59,14.08,0.01,2.49,292500.0,73
347,737,Left Wing,1991,29,Buffalo,NY,USA,"6' 3""",223,False,False,False,Left,1214.11,19.0,23.0,112.0,98.0,74.0,238.0,5.0,7.0,127.09,949.29,112.0,60.0,23.5,3.0,1.0,0.0,0.0,137.33,42.0,25.0,42.0,1481.0,16.24,12.49,1.51,1.43,583.32,15.0,11.0,49.0,40.0,39.0,109.0,0.0,0.0,9.57,516.43,49.0,18.18,27.5,2.0,0.0,1.0,1.0,56.52,17.0,19.0,26.0,727.0,14.57,13.14,1.27,0.15,860.36,14.0,11.0,30.0,86.0,59.0,184.0,0.0,0.0,1.55,751.27,30.0,37.5,12.8,0.0,0.0,0.0,0.0,107.14,36.0,8.0,25.0,1116.0,14.35,12.44,1.49,0.01,981.33,12.0,7.0,55.0,91.0,82.0,206.0,0.0,1.0,3.41,830.13,55.0,46.42,7.69,0.0,0.0,0.0,1.0,147.39,43.0,-1.0,19.0,1336.0,11.58,10.07,1.48,0.02,836.27,15.0,8.0,72.0,79.0,77.0,185.0,1.0,2.0,20.28,815.4,72.0,47.36,10.13,2.0,0.0,0.0,0.0,0.19,44.0,2.0,23.0,1129.0,10.51,10.35,0.0,0.15,1237.44,10.0,13.0,73.0,97.0,80.0,279.0,0.0,0.0,12.23,1132.36,73.0,20.0,13.4,0.0,0.0,1.0,1.0,92.45,57.0,-1.0,23.0,1592.0,15.28,14.09,1.09,0.09,2100000.0,75
348,739,Center,1992,29,Minneapolis,MN,USA,"6' 6""",208,False,False,False,Right,584.51,6.0,7.0,20.0,81.0,57.0,99.0,1.0,1.0,7.36,574.37,20.0,55.29,8.6,0.0,0.0,0.0,0.0,2.38,14.0,-2.0,13.0,782.0,10.15,10.04,0.02,0.08,519.4,11.0,6.0,17.0,78.0,44.0,48.0,0.0,1.0,42.58,474.35,17.0,46.29,7.7,3.0,0.0,0.0,0.0,2.07,22.0,7.0,17.0,649.0,11.48,10.47,0.02,0.58,159.02,1.0,1.0,8.0,18.0,13.0,19.0,0.0,0.0,16.11,137.51,8.0,39.58,5.6,0.0,0.0,0.0,0.0,5.0,7.0,3.0,2.0,231.0,12.14,10.36,0.23,1.14,967.37,12.0,14.0,30.0,154.0,64.0,126.0,2.0,6.0,95.49,870.09,30.0,49.43,9.09,2.0,0.0,0.0,0.0,1.39,27.0,6.0,26.0,1340.0,15.07,13.35,0.01,1.29,1239.49,30.0,19.0,41.0,230.0,82.0,95.0,1.0,7.0,124.48,1114.01,41.0,51.0,8.26,1.0,0.0,0.0,0.0,1.0,19.0,5.0,49.0,1693.0,15.07,13.35,0.0,1.31,710.15,7.0,7.0,22.0,91.0,54.0,72.0,1.0,3.0,76.32,631.51,22.0,47.57,7.69,1.0,0.0,0.0,0.0,1.52,9.0,-19.0,14.0,984.0,13.09,11.42,0.02,1.25,900000.0,78
349,742,Center,1993,28,Leksand,Unknown,SWE,"6' 2""",195,False,False,False,Left,573.11,12.0,9.0,2.0,58.0,47.0,15.0,0.0,1.0,35.08,536.55,2.0,50.56,15.5,1.0,0.0,0.0,0.0,1.08,5.0,4.0,21.0,710.0,12.11,11.25,0.01,0.44,780.14,13.0,10.0,2.0,53.0,54.0,21.0,1.0,6.0,105.44,672.11,2.0,45.41,18.9,1.0,1.0,0.0,0.0,2.19,10.0,1.0,23.0,912.0,14.26,12.26,0.02,1.57,450.44,8.0,5.0,6.0,38.0,43.0,26.0,0.0,0.0,10.32,438.51,6.0,44.11,13.2,2.0,0.0,0.0,0.0,1.21,8.0,7.0,13.0,605.0,10.28,10.12,0.01,0.14,593.05,6.0,3.0,8.0,55.0,49.0,40.0,0.0,2.0,74.36,516.21,8.0,47.44,5.45,0.0,0.0,0.0,0.0,2.08,12.0,-4.0,9.0,839.0,12.06,10.32,0.02,1.31,1092.03,17.0,14.0,12.0,126.0,71.0,62.0,4.0,11.0,150.04,941.04,12.0,54.88,11.11,3.0,0.0,0.0,0.0,0.55,29.0,0.0,31.0,1471.0,15.22,13.15,0.0,2.06,1418.08,29.0,16.0,16.0,186.0,82.0,43.0,4.0,10.0,174.23,1212.51,16.0,49.78,8.6,3.0,0.0,0.0,1.0,30.54,33.0,-10.0,45.0,1863.0,17.17,14.47,0.22,2.07,780000.0,74
350,743,Defenseman,1993,28,Karlstad,Unknown,SWE,"6' 1""",194,False,False,False,Left,1711.02,25.0,5.0,18.0,126.0,73.0,42.0,1.0,7.0,117.56,1407.47,18.0,0.0,4.0,1.0,0.0,0.0,1.0,185.19,126.0,9.0,30.0,1824.0,23.26,19.17,2.32,1.36,1189.01,14.0,9.0,18.0,79.0,53.0,35.0,1.0,2.0,45.01,1030.5,18.0,0.0,11.4,2.0,1.0,0.0,0.0,113.1,99.0,2.0,23.0,1278.0,22.26,19.26,2.08,0.5,1487.03,26.0,2.0,24.0,103.0,69.0,41.0,0.0,1.0,26.42,1319.03,24.0,0.0,1.9,0.0,0.0,0.0,2.0,141.18,112.0,15.0,28.0,1698.0,21.33,19.07,2.02,0.23,1684.33,14.0,4.0,30.0,111.0,82.0,61.0,0.0,1.0,21.57,1489.43,30.0,0.0,3.6,2.0,0.0,1.0,1.0,172.53,135.0,-15.0,18.0,1997.0,20.32,18.1,2.06,0.16,1577.07,15.0,6.0,30.0,77.0,73.0,34.0,0.0,3.0,57.08,1344.34,30.0,0.0,7.79,1.0,0.0,0.0,0.0,175.25,139.0,23.0,21.0,1843.0,21.36,18.25,2.24,0.46,1330.38,22.0,3.0,20.0,85.0,68.0,20.0,2.0,7.0,104.01,1101.07,20.0,0.0,3.53,2.0,0.0,0.0,0.0,125.3,89.0,5.0,25.0,1694.0,19.34,16.11,1.5,1.31,4000000.0,73
351,744,Defenseman,1988,32,Maple Ridge,BC,CAN,"5' 9""",177,False,False,False,Left,762.39,14.0,3.0,12.0,67.0,50.0,22.0,0.0,2.0,55.09,705.11,12.0,0.0,4.5,0.0,0.0,0.0,0.0,2.19,48.0,-3.0,17.0,1042.0,15.15,14.06,0.02,1.06,148.0,0.0,1.0,4.0,14.0,12.0,4.0,0.0,0.0,20.01,126.2,4.0,0.0,7.1,1.0,0.0,0.0,0.0,1.39,6.0,-8.0,1.0,185.0,12.2,10.31,0.08,1.4,893.06,11.0,8.0,6.0,106.0,59.0,12.0,3.0,10.0,133.16,756.3,6.0,0.0,7.5,0.0,0.0,0.0,0.0,3.2,39.0,-7.0,19.0,1051.0,15.08,12.49,0.03,2.15,625.23,7.0,5.0,8.0,75.0,42.0,18.0,4.0,8.0,101.15,523.37,8.0,0.0,6.67,1.0,0.0,0.0,0.0,0.31,28.0,-2.0,12.0,771.0,14.53,12.28,0.0,2.24,749.07,15.0,3.0,6.0,80.0,45.0,19.0,2.0,12.0,107.28,638.29,6.0,0.0,3.75,0.0,0.0,0.0,0.0,3.1,36.0,-5.0,18.0,944.0,16.38,14.11,0.04,2.23,174.01,5.0,1.0,2.0,14.0,12.0,0.0,1.0,2.0,7.22,163.41,2.0,0.0,7.14,0.0,0.0,0.0,0.0,2.58,3.0,-1.0,6.0,255.0,14.3,13.38,0.14,0.36,800000.0,69
352,748,Right Wing,1994,26,Hilton Head Island,SC,USA,"6' 0""",192,False,False,False,Right,1490.48,31.0,34.0,95.0,239.0,82.0,72.0,1.0,8.0,192.26,1214.0,95.0,44.84,14.2,7.0,1.0,0.0,0.0,84.22,48.0,31.0,65.0,1637.0,18.1,14.48,1.01,2.2,768.38,15.0,7.0,33.0,74.0,51.0,55.0,0.0,3.0,58.24,641.47,33.0,41.5,9.5,2.0,0.0,1.0,2.0,68.27,33.0,0.0,22.0,910.0,15.04,12.35,1.2,1.08,845.38,11.0,9.0,69.0,114.0,69.0,44.0,1.0,1.0,6.0,765.05,69.0,54.6,7.9,1.0,0.0,0.0,0.0,74.33,54.0,4.0,20.0,1128.0,12.15,11.05,1.04,0.05,1088.47,14.0,12.0,74.0,145.0,83.0,107.0,0.0,0.0,21.49,1032.23,74.0,25.0,8.28,2.0,0.0,0.0,0.0,34.35,39.0,1.0,26.0,1476.0,13.07,12.26,0.25,0.15,1018.51,20.0,11.0,72.0,129.0,78.0,113.0,1.0,2.0,51.37,943.29,72.0,45.81,8.53,2.0,0.0,0.0,0.0,23.45,38.0,1.0,31.0,1370.0,13.03,12.05,0.18,0.39,970.18,12.0,19.0,70.0,170.0,76.0,121.0,1.0,1.0,39.32,923.53,70.0,40.32,11.18,4.0,1.0,0.0,0.0,6.53,30.0,13.0,31.0,1296.0,12.46,12.09,0.05,0.31,1100000.0,72
353,750,Left Wing,1996,24,St. Gallen,Unknown,Other,"5' 10""",198,False,False,False,Left,1447.04,52.0,33.0,52.0,262.0,82.0,52.0,5.0,17.0,220.49,1150.57,52.0,26.66,12.6,7.0,1.0,1.0,1.0,75.18,21.0,23.0,85.0,1547.0,17.38,14.02,0.55,2.41,844.59,20.0,20.0,43.0,162.0,50.0,27.0,6.0,14.0,154.57,673.28,43.0,33.33,12.3,5.0,1.0,0.0,0.0,16.34,13.0,-2.0,40.0,932.0,16.53,13.28,0.19,3.05,985.39,31.0,23.0,42.0,175.0,64.0,25.0,9.0,18.0,152.26,831.22,42.0,22.22,13.1,4.0,1.0,0.0,0.0,1.51,18.0,-1.0,54.0,1180.0,15.24,12.59,0.01,2.22,1298.02,26.0,13.0,36.0,174.0,83.0,42.0,2.0,11.0,184.37,1112.24,36.0,37.5,7.47,2.0,0.0,0.0,0.0,1.01,20.0,-23.0,39.0,1650.0,15.38,13.24,0.0,2.13,1211.49,25.0,23.0,26.0,187.0,80.0,34.0,4.0,13.0,183.51,1027.4,26.0,0.0,12.3,4.0,0.0,0.0,0.0,0.18,27.0,20.0,48.0,1604.0,15.08,12.5,0.0,2.17,729.4,5.0,11.0,18.0,114.0,54.0,44.0,0.0,0.0,44.23,678.18,18.0,0.0,9.65,1.0,0.0,0.0,0.0,6.59,14.0,1.0,16.0,1016.0,13.3,12.33,0.07,0.49,5100000.0,70
354,753,Center,1997,24,Karlstad,Unknown,SWE,"6' 3""",208,False,False,False,Left,1430.31,23.0,26.0,28.0,223.0,77.0,138.0,12.0,17.0,229.05,1036.03,28.0,47.57,11.7,3.0,2.0,0.0,0.0,165.23,44.0,16.0,49.0,1641.0,18.34,13.27,2.08,2.58,955.15,11.0,19.0,20.0,119.0,56.0,105.0,0.0,2.0,66.43,795.32,20.0,47.08,16.0,2.0,0.0,0.0,0.0,93.0,37.0,16.0,30.0,1164.0,17.03,14.12,1.39,1.11,974.28,21.0,8.0,22.0,102.0,62.0,93.0,1.0,1.0,4.36,846.21,22.0,46.16,7.8,4.0,0.0,0.0,1.0,123.31,43.0,7.0,29.0,1294.0,15.43,13.39,1.59,0.04,783.27,7.0,7.0,20.0,111.0,58.0,117.0,0.0,0.0,9.31,694.31,20.0,45.74,6.31,2.0,0.0,0.0,0.0,79.25,24.0,-7.0,14.0,1076.0,13.3,11.58,1.22,0.09,958.23,10.0,6.0,22.0,124.0,75.0,134.0,0.0,0.0,8.2,868.37,22.0,42.58,4.84,0.0,0.0,0.0,0.0,81.26,46.0,2.0,16.0,1271.0,12.46,11.34,1.05,0.06,159.11,4.0,3.0,4.0,15.0,15.0,23.0,0.0,0.0,1.28,155.15,4.0,41.28,20.0,1.0,0.0,0.0,0.0,2.28,8.0,1.0,7.0,244.0,10.36,10.21,0.09,0.05,3000000.0,75
355,754,Left Wing,1997,24,Novokuznetsk,Unknown,RUS,"5' 9""",201,False,False,True,Left,1547.44,61.0,47.0,34.0,289.0,81.0,73.0,14.0,31.0,267.58,1276.28,34.0,55.55,16.3,5.0,2.0,0.0,0.0,3.18,29.0,27.0,108.0,1576.0,19.06,15.45,0.02,3.18,1006.22,24.0,27.0,16.0,157.0,55.0,29.0,8.0,13.0,178.11,826.47,16.0,12.5,17.2,3.0,2.0,0.0,0.0,1.24,18.0,10.0,51.0,1052.0,18.17,15.01,0.01,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,69
356,755,Right Wing,1997,24,Coral Springs,FL,USA,"6' 1""",203,False,False,True,Left,817.27,11.0,6.0,122.0,91.0,80.0,201.0,0.0,0.0,2.16,767.14,122.0,28.57,6.6,1.0,0.0,0.0,0.0,47.57,18.0,-2.0,17.0,1156.0,10.13,9.35,0.35,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,73
357,758,Center,1995,26,Augsburg,Unknown,Other,"6' 3""",207,False,False,True,Left,880.55,11.0,9.0,14.0,101.0,74.0,99.0,1.0,1.0,4.05,760.45,14.0,52.97,8.9,0.0,0.0,1.0,1.0,116.05,29.0,-7.0,20.0,1273.0,11.54,10.16,1.34,0.03,542.17,6.0,11.0,17.0,64.0,50.0,48.0,0.0,0.0,1.47,478.58,17.0,51.49,17.2,2.0,0.0,0.0,0.0,61.32,26.0,10.0,17.0,743.0,10.5,9.34,1.13,0.02,71.22,2.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.01,68.22,0.0,53.06,0.0,0.0,0.0,0.0,0.0,2.59,5.0,2.0,2.0,104.0,11.53,11.23,0.29,0.0,25.34,0.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,0.14,23.54,0.0,29.41,0.0,0.0,0.0,0.0,0.0,1.26,2.0,0.0,0.0,37.0,12.47,11.57,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168750.0,75
358,763,Right Wing,1986,34,Plymouth,MN,USA,"6' 5""",225,False,True,False,Right,1270.01,43.0,17.0,36.0,167.0,65.0,62.0,3.0,20.0,206.25,1044.23,36.0,19.04,10.2,2.0,0.0,0.0,0.0,19.13,37.0,-15.0,60.0,1461.0,19.32,16.04,0.17,3.1,917.02,31.0,15.0,50.0,113.0,50.0,63.0,4.0,15.0,146.15,766.56,50.0,37.5,13.3,2.0,0.0,0.0,0.0,3.51,30.0,-17.0,46.0,1106.0,18.2,15.2,0.04,2.55,1371.4,43.0,22.0,37.0,180.0,71.0,102.0,4.0,22.0,231.25,1093.59,37.0,49.84,12.2,2.0,0.0,1.0,2.0,46.16,51.0,1.0,65.0,1684.0,19.19,15.24,0.39,3.15,1698.12,71.0,20.0,60.0,231.0,82.0,81.0,2.0,33.0,294.44,1312.02,60.0,35.22,8.66,3.0,0.0,2.0,3.0,91.26,53.0,0.0,91.0,1979.0,20.42,16.0,1.06,3.35,1640.47,68.0,23.0,52.0,246.0,81.0,94.0,6.0,40.0,254.47,1282.47,52.0,45.85,9.35,2.0,0.0,0.0,2.0,103.13,66.0,13.0,91.0,2056.0,20.15,15.5,1.16,3.08,1651.39,48.0,26.0,47.0,259.0,82.0,100.0,5.0,21.0,241.44,1295.39,47.0,45.74,10.04,4.0,0.0,2.0,3.0,114.16,51.0,6.0,74.0,2150.0,20.08,15.48,1.23,2.56,10000000.0,77
359,764,Center,1985,35,Quebec City,QC,CAN,"6' 0""",193,False,False,False,Left,1262.36,24.0,21.0,14.0,141.0,71.0,27.0,4.0,8.0,123.25,1044.49,14.0,56.56,14.9,2.0,0.0,0.0,0.0,94.22,27.0,14.0,45.0,1569.0,17.46,14.42,1.19,1.44,974.56,16.0,13.0,32.0,101.0,56.0,38.0,2.0,8.0,164.33,808.33,32.0,54.73,12.9,4.0,1.0,0.0,0.0,1.5,19.0,-3.0,29.0,1154.0,17.24,14.26,0.01,2.56,1216.0,21.0,17.0,24.0,136.0,71.0,63.0,5.0,10.0,164.27,973.5,24.0,54.78,12.5,3.0,1.0,0.0,1.0,77.43,32.0,6.0,38.0,1457.0,17.07,13.42,1.05,2.18,905.12,29.0,13.0,30.0,103.0,50.0,35.0,1.0,4.0,102.05,748.21,30.0,54.66,12.62,2.0,0.0,1.0,2.0,54.46,15.0,14.0,42.0,1006.0,18.06,14.58,1.05,2.02,1500.59,37.0,16.0,18.0,159.0,82.0,43.0,3.0,9.0,216.12,1203.42,18.0,54.91,10.06,3.0,0.0,0.0,1.0,81.05,38.0,1.0,53.0,1905.0,18.18,14.4,0.59,2.38,1263.13,22.0,18.0,36.0,112.0,66.0,51.0,5.0,13.0,170.26,985.16,36.0,55.74,16.07,5.0,0.0,0.0,0.0,107.31,35.0,4.0,40.0,1747.0,19.08,14.55,1.37,2.34,3750000.0,72
360,765,Center,1987,34,Salt Lake City,UT,USA,"6' 1""",202,False,False,False,Right,1026.31,10.0,6.0,12.0,108.0,80.0,176.0,0.0,1.0,6.53,881.4,12.0,42.3,5.6,1.0,0.0,1.0,1.0,137.58,40.0,-1.0,16.0,1502.0,12.49,11.01,1.43,0.05,552.12,5.0,5.0,2.0,68.0,56.0,71.0,0.0,0.0,0.42,451.55,2.0,57.89,7.4,1.0,0.0,2.0,2.0,99.35,22.0,7.0,10.0,791.0,9.51,8.04,1.46,0.0,666.27,6.0,6.0,16.0,92.0,56.0,68.0,0.0,0.0,3.37,616.16,16.0,38.79,6.5,1.0,0.0,0.0,0.0,46.34,22.0,-7.0,12.0,976.0,11.54,11.0,0.49,0.03,617.0,9.0,3.0,9.0,87.0,44.0,53.0,0.0,0.0,4.22,549.0,9.0,45.96,3.45,1.0,0.0,0.0,0.0,63.38,25.0,-9.0,12.0,862.0,14.01,12.28,1.26,0.05,1035.57,12.0,14.0,25.0,134.0,68.0,125.0,1.0,3.0,33.23,889.25,25.0,43.11,10.45,3.0,0.0,2.0,2.0,113.09,32.0,-6.0,26.0,1435.0,15.14,13.04,1.39,0.29,1170.24,12.0,12.0,30.0,145.0,82.0,174.0,1.0,2.0,16.12,1053.28,30.0,40.0,8.28,3.0,0.0,0.0,0.0,100.44,30.0,-6.0,24.0,1567.0,14.16,12.5,1.13,0.11,800000.0,73
361,767,Defenseman,1987,33,Victoria,BC,CAN,"6' 2""",199,False,False,False,Left,584.12,7.0,1.0,10.0,37.0,39.0,51.0,0.0,0.0,1.39,548.57,10.0,0.0,2.7,0.0,0.0,0.0,0.0,33.36,41.0,1.0,8.0,761.0,14.58,14.04,0.51,0.02,575.27,9.0,1.0,9.0,45.0,39.0,19.0,0.0,0.0,0.08,521.56,9.0,0.0,2.2,0.0,0.0,0.0,0.0,53.23,51.0,7.0,10.0,779.0,14.45,13.22,1.22,0.0,716.36,6.0,1.0,17.0,58.0,44.0,45.0,0.0,0.0,0.47,612.11,17.0,0.0,1.7,1.0,0.0,0.0,0.0,103.38,62.0,-7.0,7.0,1000.0,16.17,13.54,2.21,0.01,1473.42,17.0,5.0,39.0,93.0,81.0,124.0,0.0,0.0,1.54,1246.4,39.0,0.0,5.38,1.0,0.0,0.0,0.0,225.08,128.0,15.0,22.0,1947.0,18.11,15.23,2.46,0.01,1460.47,11.0,4.0,34.0,106.0,77.0,90.0,0.0,0.0,1.52,1289.45,34.0,0.0,3.77,0.0,0.0,0.0,0.0,169.1,153.0,-2.0,15.0,2082.0,18.58,16.45,2.11,0.01,1298.2,13.0,4.0,28.0,68.0,71.0,64.0,0.0,2.0,70.01,1060.03,28.0,0.0,5.88,1.0,0.0,0.0,1.0,168.16,144.0,-4.0,17.0,1812.0,18.17,14.55,2.22,0.59,900000.0,74
362,768,Defenseman,1992,29,Duluth,MN,USA,"6' 4""",219,False,False,False,Left,1376.14,10.0,4.0,48.0,64.0,76.0,133.0,0.0,0.0,1.51,1139.52,48.0,0.0,6.3,1.0,0.0,0.0,1.0,234.31,100.0,2.0,14.0,1791.0,18.06,14.59,3.05,0.01,1161.34,10.0,2.0,35.0,67.0,56.0,80.0,0.0,0.0,4.45,1005.04,35.0,0.0,3.0,0.0,0.0,0.0,0.0,151.45,115.0,1.0,12.0,1465.0,20.44,17.56,2.42,0.05,356.15,1.0,0.0,4.0,22.0,20.0,35.0,0.0,0.0,0.0,326.23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.52,30.0,-5.0,1.0,454.0,17.48,16.19,1.29,0.0,1680.06,12.0,2.0,52.0,75.0,81.0,105.0,0.0,0.0,4.19,1490.38,52.0,0.0,2.67,1.0,0.0,0.0,0.0,185.09,139.0,-13.0,14.0,2075.0,20.44,18.24,2.17,0.03,1621.28,17.0,1.0,49.0,78.0,78.0,142.0,0.0,0.0,9.07,1401.24,49.0,0.0,1.28,0.0,0.0,0.0,0.0,210.57,156.0,18.0,18.0,2077.0,20.47,17.58,2.42,0.07,1649.31,16.0,2.0,54.0,100.0,82.0,180.0,0.0,0.0,12.25,1457.54,54.0,100.0,2.0,0.0,0.0,0.0,1.0,179.12,159.0,8.0,18.0,2221.0,20.06,17.46,2.11,0.09,2000000.0,76
